OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
1608,RAJAPUR,16.652005,73.524248,-38.00636,MAHARASHTRA,RATNAGIRI,RAJAPUR,GCP is situated in the campus of Rest House (PWD),"marked on brass plug (Survey Mark) is fixed in a cement concrete pillar of dimension 1m × 1m × 1.25 m and about 50 cm above ground level. It is situated on the South  in the campus of PWD Office & Rest House, Rajapur  in between two cemented pillars, a",1728060001,A25RMMG,Maharashtra and Goa Geo-spatial Directorate
1609,RAJAPUR,25.308054,81.028793,55.72701,UTTAR PRADESH,CHITRAKOOT,KARWI,"GCP is situated in the premises of Govt. Primary School, Toara Village","Circle and dot engraved on the roof of the kitchen of govt. Primary school at Toara village of Tahsil: - Karwi, District: - Chitrakoot. It is about 20m E of the Toara village Panchayat Bhawan and 20m NW of the pond which is commonly known as Bai Talab. T",1064010001,A367382,Uttar Pradesh Geo-spatial Directorate
1610,RAJASAR CHODIYA,28.63422,74.224145,164.01101,RAJASTHAN,CHURU,SARDAR SHAHAR,"GCP is situated in the premises of Govt. Middle School, Rajasar Chodiya","Survey Reference Mark is embedded and flush with the upper surface level of cemented platform of size 1m x 1m x 1.2m situated in the premises of Govt. Middle School, Rajasar Chodiya, tehsil- Sardarshahar,Distt- Churu (Rajasthan). GCP is 1m NE from SW cor",905030002,A35CPJ6,Rajasthan Geo-spatial Directorate
1611,RAJAULI,24.657025,85.521451,92.73159,BIHAR,NAWADA,RAJAULI,GCP is situated at on Sheet Rock in Sarmaspur Village,"A dot and circle engraved and painted in red on a sheet rock in Sarmaspur village District Nawada of Bihar State. It is situated about 100m East of Sarmaspur village, about 80m SW of  Shiv Temple and about 120m South of Sarmaspur Panchayat Bhavan.",1133020001,A3667MG,Jharkhand & Bihar  Geo-spatial Directorate
1612,RAJENDRAPALEM (KOYYUR),17.656045,82.217734,200.35956,ANDHRA PRADESH,VISAKHAPATNAM,NOT GIVEN,"GCP is situated in the campus of Primary Health Center, Rajendra Palem.","The pillar is constructed in the premises of Mandal Parishad office Koyyur near Rajendra Nagar village Primary Health Centre. It is about 5m North of rainguage, about 24m SW of flag post and about 16m Wof metalled road leading to Mandal Parishad Office.",2003090001,A26V4M6,AndhraPradesh &Telangana Geo-spatial Directorate
1613,RAJGANGPUR,22.193028,84.587664,171.43719,ODISHA,SUNDERGARH,RAJGANGPUR,"GCP is situated in the campus of Gopabadhu High School Dalmia Bhawan, Rajgangpur","Survey reference mark fixed with cement concrete pillar size 1mx1mx15cm high above ground level in the compound of GopaBadhu high school Dalmia Bhawan at Rajgangpur, Taluk:- Rajgangpur falls in  District- Sundergarh, Odisha. The station is about 100m NW",1901030002,A36465H,Odisha & Chhattishgarh Geo-spatial Directorate
1614,RAJGARH (ALWAR),27.242846,76.632907,255.44186,RAJASTHAN,ALWAR,TIJARA,"GCP is situated in the premises of Govt. Senior Secondary School, Rajgarh (Alwar)","Mark on the top of SRM which is fixed in the middle of cemented concrete pillar of size 1m x 1m and 20cm above the ground level. The pillar is situated in premises of play ground of Govt. Sr. Secondary school, Rajgarh, tehsil- Tijara, Dist- Alwar, Rajast",912010002,A359R6J,Rajasthan Geo-spatial Directorate
1615,RAJGARH (CHURU),28.63473,75.386169,186.77349,RAJASTHAN,CHURU,RAJGARH,"GCP is situated in the premises of Govt. Higher Secondary School, Rajgarh (Churu)","A circular Survey Reference Mark  embedded and flush with the surface level of cemented platform of size 1m x 1m x 1.2m, situated in the premises of Govt. Higher Secondary School, Rajgarh, tehsil- Rajgarh and district- Churu (Rajasthan). 1m x1mx 0.2m por",905010002,A35CQJ9,Rajasthan Geo-spatial Directorate
1616,RAJGIRKUND,25.011034,85.420675,19.15148,BIHAR,NALANDA,RAJGIR,"GCP is situated at on Sheet Rock, near Jwala Devi Temple, Rajgiri Village","A dot and circle engraved and painted in red on a Sheet Rock in Rajgirkund Village Tehsil Rajgirkund, District Nalanda of  Bihar State. It is situated on a Sheet Rock, about 60m NE of Jwala Devi Temple, about 50m East of Hut in Shamsanghat and about 50m",1124030001,A36772C,Jharkhand & Bihar  Geo-spatial Directorate
1617,RAJKOT,22.280636,70.836246,93.2665,GUJARAT,RAJKOT,RAJKOT,"GCP is situated  in the premises of Store compound (CPWD), Rajkot","A circle and dot engraved on the head top of a concrete cemented pillar of dimensions about 30cm x 30cm and about 40cm high above ground level. The GCP pillar is situated in the premises of C.P.W.D Store compound, Rajkot. It is about 150m NW of Aji dam c",1210050001,A354G7R,Gujarat Daman & Diu Geo-spatial Directorate
1618,RAJNAGAR,20.569445,86.714339,-59.40992,ODISHA,KENDRAPADA,RAJNAGAR,"GCP is situated in the garden of Govt. High School, Rajnagar",The GCP Pillar is constructed in the centre of 1m x 1m on which the circle and dot mark engraved on brass plate. The pillar is about 20 cm above ground level. The pillar is established in the open garden of Govt. High school at  Rajnagar of Tehsil Rajnag,1917010001,A3628HP,Odisha & Chhattishgarh Geo-spatial Directorate
1619,RAJOURI,33.39187,74.319882,970.834,JAMMU & KASHMIR,RAJOURI,RAJOURI,"GCP is situated in the campus of Govt. (PG) Degree College, Rajouri","Dot marked at the centre of FCD, fixed vertically at the centre and flush with the top level of cement concrete pillar of dimension 20cm × 20cm × 120cm, surrounded by another cement concrete pillar of dimension 1m × 1m × 1m, 20 cm above ground level.",208010001,A35MP98,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1620,RAJPUR,23.33903,83.420498,557.23525,CHATTISGARH,BALRAMPUR,RAJPUR,"GCP is situated on the NW of Play Ground, Higher Secondry Boys School,Rajpur","Survey Reference Mark fixed with cement concrete pillar of size 1m x 1m x 15cm situated in the NW of the Play ground of the Boys Higher Secondary School, Rajpur. This point falls in tehsil - Rajpur, District- Balrampur, State-Chhattisgarh. It is about 10",1403010001,A36558C,Odisha & Chhattishgarh Geo-spatial Directorate
1621,RAJPUR,30.383122,78.089804,840.80705,UTTARAKHAND,DEHRA DUN,DEHRA DUN,"GCP is situated in Survey of India Campus , Dakpatti, Rajpur, Dehradun","GPS observation were taken on top of Angle Iron, which is fixed in a cemented concrete pillar. The pillar is situated in the Survey of India campus at Rajpur.The station falls in tehsil-Dehra Dun,District-Dehra Dun(UK).",502020002,A35GW93,Uttarakhand  Geo-spatial Directorate
1622,RAJPURA,30.456172,76.547713,213.54229,PUNJAB,PATIALA,RAJPURA,"GCP is situated in the compound of Siet Chemical Complex, Rajpura","Circle and dot engraved on Bhakara stone No. 78/3. It is situated on the edge of field canal in the compound of Siel Chemical Complex, Rajpura (Sardargarh). It falls in Tehsil-Rajpura, District-Patiala of Punjab State. The GCP is about 70 m SW of a culve",417010001,A35GRFG,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1623,RAJPURA (HINGORIA),24.438748,74.636935,447.92274,RAJASTHAN,PRATAPGARH,CHHOTI SANDRI,"GCP is situated in the premises of Govt. Primary School, Hingoria","A circular Survey Reference Mark  is embedded & flush with the surface level of cemented platform of size 1m x 1m x 1.2m situated in the premises of Govt. Primary School Hingoria (Rajpura), tehsil- Chhoti Sadari,Distt- Pratapgarh (Rajasthan). Only 1m x 1",933010001,A356PCJ,Rajasthan Geo-spatial Directorate
1624,RAJUR,19.520134,73.866433,685.72629,MAHARASHTRA,AHMEDNAGAR,AKOLA,"GCP is situated in the campus of Sub Division Office (PWD), Rajur","The GCP Pillar is situated in the Campus of Dy. Engineer, PWD Sub-Division Rajur, about 100m East of Akole to Waki Road. It is about 30m South of  Sarvodaya Vidaya Mandir, about 75 m NE of  PWD RH Rajur, about 50m North of Quarters and about 28 m West of",1719040001,A25XMGV,Maharashtra and Goa Geo-spatial Directorate
1625,RAMA,26.552608,71.040107,232.94668,RAJASTHAN,JAISALMER,FATEHGARH,"GCP is situated in the campus of Gram Panchayat Office, Rama Village","The circular Reference Mark is embedded in the center of square concrete pillar of dimension 1m x 1m and 20cm above the ground level. The pillar is established in the campus of Gram Panchayat Office in village Rama, taluk- Fatehgarh, Distt- Jaisalmer (Ra",908030002,A358HH2,Rajasthan Geo-spatial Directorate
1626,RAMANAKKAPETA,16.885122,80.872283,49.03217,ANDHRA PRADESH,KRISHNA,NUZVID,"GCP is situated in the campus of Ayurveda Hospital, Ramanakkapeta.","Circle and dot is engraved on the cemented pillar with dimension 55x57 cm and 15 cm above the ground level. The Pillar is situated in the campus of Ayurvedic Hospital of Ramanakkapata Village, Munsunuru Mandal, Krishna District of Andhra Pradesh.  The pi",2008040001,A26R2VV,AndhraPradesh &Telangana Geo-spatial Directorate
1627,RAMANATHAPURAM,9.360786,78.860774,-88.91151,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,"GCP is situated in the premises of the Collectorate Office, Ramanathapuram","A circular brass dot punched on the top of  an angle iron,  fixed vertically at the center and flushes with the top level of concrete cemented pillar of dimensions about 30cm x 30cm and about 50 cm above from ground level. The GCP Library is situated in",2929030001,A25FW9V,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1628,RAMANNAPETA,17.285945,79.091483,236.76853,TELANGANA,NALGONDA,RAMANNAPETA,"GCP is situated in the campus of Tahsildar Office, Ramannapeta.","Dots punch on the small iron plate which is fixed in the centre of cemented pillar of dimension 66cm X 65cm and about 12cm. above ground level. The pillar is constructed in the campus of MRO/Tehsildar Office, Village-Ramannapeta, Mandal- Ramannapeta, Dis",1808040001,A25VX73,AndhraPradesh &Telangana Geo-spatial Directorate
1629,RAMAYAMPET,18.115347,78.423421,485.28132,TELANGANA,MEDAK,RAMAYAMPET,"GCP is situated in the campus of Tahsildar Office,Ramayampet.","The GCP is engraved circle and dot mark on the concrete cemented pillar of dimension of 61cm x 60cm and 20cm above the ground level. The pillar is constructed in the campus of Tehsildar’s office, Ramayampet village and Mandal, Medak District of Andhra",1804020001,A25WW4C,AndhraPradesh &Telangana Geo-spatial Directorate
1630,RAMCHANDRAPUR,21.071136,86.110937,-15.44303,ODISHA,KENDUJHAR,ANANDAPUR,"GCP is situated in the campus of Inspection Bunglow (PWD), Ramchandrapur","Survey reference mark fixed with cement concrete pillar of size 1mx1mx15cm high above ground level in the compound of PWD( IB) at Ramchandrapur of taluk- Anandpur  falls in District- Kendujhar, Odisha. The station is about 10m NW of NW corner of IB  abou",1903050001,A363834,Odisha & Chhattishgarh Geo-spatial Directorate
1631,RAMESWARAM,9.293601,79.310202,-90.10596,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,"GCP is situated in the campus of Project  House, Rameswaram","Survey of India P-GCP (Painted in Green) marked with circle and dot on cemented platform in the campus of Project House, Rameswaram of Ramanathapuram district. It is about 200m NE of HPT Doordarsan Tower and about 100m SE of HPT Doordharsan entrance gate",2929030003,A25FX78,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1632,RAMGARH,27.377766,70.494103,101.1914,RAJASTHAN,JAISALMER,JAISALMER,"GCP is situated in the campus of sub-Tahsil, Ramgarh","Mark on a Survey reference plate which is fixed in a cemented concrete pillar of dimension 1m x 1m and about 20cm above ground level. The pillar is situated in the campus of sub-tehsil, Ramgarh, taluka Jaisalmer, Distt.- Jaisalmer, Rajasthan. The pillar",908010005,A359G9F,Rajasthan Geo-spatial Directorate
1633,RAMGARH,22.692305,87.055554,28.56024,WEST BENGAL,WEST MEDINIPUR,BINPUR,"GCP is situated in the campus of Gram Panchayat No.9, Ramgarh","Mark on the brass plate which is fixed in a cemented concrete pillar of dimension 1mx1m and about 12cm above ground level. The GCP Pillar is constructed in the campus of Gram Panchayat No.9 at Ram Garh, Mahakma-Jharsuguda, Tehsil- Binpur- I, Distt.-West",1617020001,A3649M3,West Bengal & Sikkim Geo-spatial Directorate
1634,RAMGURA,23.154284,81.108999,800.82884,MADHYA PRADESH,DINDORI,DINDORI,"GCP is situated in the premises of Primary School, Ramgura Village","A Survey reference mark (brass plug) fixed with cemented concrete pillar of size 30cm x 30cm x 20cm and its outer platform made of 1mx1mx20cm with brick and cemented. The station is situated West of in the compound of Primary school at village Ramgura, t",1339010001,A365354,Madhya Pradesh Geo-spatial Directorate
1635,RAMNAGAR,29.399491,79.134343,305.47492,UTTARAKHAND,NAINI TAL,RAMNAGAR,"GCP is situated on the East embankment of Kosi Barrage, Ramnagar","GCP engraved on cemented block of 2m x 2m on the ground level in the centre of railing on East embankment of Kosi Barrage, Ramnagar tehsil-Ramnagar, Distt- Nainital. The mark is about 45m North from road leading Ramnagar to Kaladhungi/Haldwani. It is abo",511010001,A35FX94,Uttarakhand  Geo-spatial Directorate
1636,RAMNAGAR,32.808697,75.316051,812.93107,JAMMU & KASHMIR,UDHAMPUR,RAMNAGAR,"GCP is situated on rock-in-situ  on the southern side of Stadium, Ram Nagar","Circle & dot with SOI engraved on Rock-in-Situ, on the South of  Stadium  in Ram Nagar.It is situated on an elevated place (about 8m high) from the ground level, about 40m NE of  a temple, about 120m SW from SW corner of flag post, about 20m SE of Lamp P",211010001,A35JQR8,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1637,RAMPACHODAVARAM,17.440091,81.769768,111.97941,ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,"GCP is situated in the campus of Tribal Welfare Gurukula School, Rampachodavaram.","Circle and cross mark on bras plate fixed on square cemented pillar centrally dimensions are 50cm x 50cm x 13cm. The G.C.P pillar is established in the Campus of Andra Pradesh Tribal Welfare Gurukula School & Junior college, Rampachodavaram Mandal, East",2005030001,A26V3CQ,AndhraPradesh &Telangana Geo-spatial Directorate
1638,RAMPUR,31.417481,77.627661,1215.55856,HIMACAL PRADESH,SHIMLA,RAMPUR,GCP is situated about 700m South of Shingla Village,"Circle and dot engraved and painted in red colour on rock in situ. It is S of Rampur helipad. The station is situated about 700m S of Shingla village, about 3km S of Rampur Bushare, it is about 140m NW of main entrance to Rampur helipad, about 33.3m E of",311010001,A35HVCJ,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1639,RAMPURA,24.46864,75.414625,356.24498,MADHYA PRADESH,NEEMUCH,NEEMUCH,"GCP is situated in the premises of  Industrial Training Institute (ITI), Rampura",GCP reference mark fixed at the centre of the 30cm x 30cm RCC pillar.  This RCC pillar is protected by the 1m x 1m bricks cemented platform about 20cm above ground level. GCP pillar is situated at the campus of the ITI (Industrial Training Institute) Ram,1307030001,A356QFC,Madhya Pradesh Geo-spatial Directorate
1640,RAMPURA,29.402226,74.554909,143.70806,RAJASTHAN,HANUMANGARH,TIBBI,GCP is situated on covered water tank (Diggi) in the land of Rampura Village,"Engraved on covered water tank (Diggi). It is about 2m South from hand pump about 15m SW from SE corner of school buildingand about 10m West from Babool tree. The GCP falls in the land of Rampura, tehsil- Tibbi, district- Hanumangarh (Rajasthan). NOTE: -",903010001,A35FPCH,Rajasthan Geo-spatial Directorate
1641,RAMPURA (PHUL),30.273665,75.209623,171.93208,PUNJAB,BATHINDA,PHUL,"GCP, a village tri-junction pillar belongs to Mehraj, Loharu Dhulkot & Lohara Saunda","Circle and dot mark engraved and painted in red colour on the top of cemented concrete pillar which is trijunction pillar (boundary pillar) of three villages namely Mehraj, Lohara Dhulkot and Lahora Saunda. It falls in Rampura city, Tehsil-Phul, District",414010001,A35GQ76,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
