OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
885,Type 'B',26.546111,82.133333,0,Uttar Pradesh,AYODHYA,BIKAPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Khajurhat interred about 1.4m below ground level, 12.85m W of E boundary wall road side. In the compound of Jawahar Lal Nehru Smarak Intermediate College on W side of Sultanpur - Faizabad road. The distance and bearing of the surrounding object"
886,Type 'B',29.628,79.436,0,Uttarakhand,ALMORA,RANIKHET,Uttarakhand  Geo-spatial Directorate,"Type 'B' at Ranikhet. Intered 0.50mbelow ground level in NE compound of PWD inspection bunglow (SW block). The distance  & the bearing to the surrounding objects are: N corner of SW block of IB 3.55m & 2560, SE gate of pillar of main enterence of the abo"
887,Type 'B',26.431667,79.492778,0,Uttar Pradesh,AURAIYA,AURAIYA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' Bench Mark at PWD Inspection House Auraiya, consists of Stone which is fixed in the centre of Cemented Concrete Bed of Size 1.0mX1.0mX0.60m below Ground Level, 2.30m SE corner of Compound Wall, 1.0m N of Wall of Compound, 51m W of 2nd Entrance G"
888,Type 'B',26.555278,79.318889,0,Uttar Pradesh,AURAIYA,AURAIYA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' Bench Mark at PWD Inspection House Ajitmal, consists of Stone which is fixed in the centre of Cemented Concrete Bed of Size 1.0X1.0X0.60m below Ground Level, 1.2m S of Compound Wall of PWD, 16.30m NE of Building Room of Generation, 27m N of Buil"
889,Type 'B',27.049,80.903,0,Uttar Pradesh,LUCKNOW,BAKSHIKA TALAB,Uttar Pradesh Geo-spatial Directorate,"Type'B' at arjunpur. interred 0.55 m below ground level in the garden of ne compound of p.w.d. rest house (nh-2) at arjunpur. 18.95 m sse of big bar tree, 14.50 m ssw of well. the distance and bearings to the surrounding objects are: e edge of n pillar o"
890,Type 'B',28.788,78.989,0,Uttar Pradesh,RAMPUR,RAMPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' of Irrigation Department, Mansoorpur, Rampur. A 3cm GI pipe fix in the centre & flush with the top of upper surface of the solid masonary pillar ofsize 93cm x 93cm square & 46cm above the ground level   It is situated on the embankment of left"
891,Type 'B',25.931083,79.172639,0,Uttar Pradesh,JALAUN,KONCH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' BM at Primary School, Barlokpur, Etawah consistes of stone which is fixed in the centre of cemented concrete bed of size 1.0m x 1.0m x 0.6m and below the 0.6m to the ground level. It is 13.41m SW of NE corner of the School Boundary wall & 4.75m"
892,Type 'B',27.010278,83.697222,0,Uttar Pradesh,MAHARAJGANJ,MAHARAJGANJ,Uttar Pradesh Geo-spatial Directorate,"Type 'B' on monolith embedded in concrete platform interred 0.5m below Ground Level situated North of New Primary School, Belwa. It is about 61m E of Kaptanganj-Gughli Road. It is West of Shri Pharendra Pandey's House."
893,Type 'P',29.475833,77.706667,0,Uttar Pradesh,MUZAFARNAGAR,MUZAFFARNAGAR,Uttar Pradesh Geo-spatial Directorate,"Type 'P' Standard Bench Mark (GTS, 1904) at Muzaffarnagar, UP. It is located inside the premises of Police Parade Ground, Police Line Muzaffarnagar. It is about 100m NE of flag hosting pillar, about 50m E from the Helipad inside the Parade Ground. It is"
894,Type 'P',11.333,77.707,0,Uttar Pradesh,MUZAFARNAGAR,MUZAFFARNAGAR,Uttar Pradesh Geo-spatial Directorate,"Type 'M' at Erode consists of a brass plate fixed in the centre of a cemented concrete monolith of size 0.30m × 0.30, BM is surrounded by cemented platform of size 1.50m x 1.50m x 1.50m and 0.80m high BM is in the compound of PWD Inspection Bungalow on"
895,Type 'M',21.163,78.409,0,Uttar Pradesh,BIJNOR,NAGINA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Karanja, interred  0.70m  below ground  level in the N  compound  of PWD rest house  Karanja ( Wardha. MH ) and W side of water rain gauge station , 14.20m W of W. edge ( near pully ) of  well, 4.10m W of center of rain  gauge point , 1.40m W"
896,Type 'B',27.181,83.875,0,Uttar Pradesh,KUSHINAGAR,PADRAUNA,Uttar Pradesh Geo-spatial Directorate,Type 'B' at Khadda. Interred 0.70m below ground level in NE compound  of Irrigation Inspection Bangalow Khadda. The distance and bearing to the surrounding objects are:-              1. NE corner of building of Inspection Bangalow 11.55m & 250º.       2
897,Type 'M',26.899,83.979,0,Uttar Pradesh,KUSHINAGAR,PADRAUNA,Uttar Pradesh Geo-spatial Directorate,"Type 'M' at Padrauna, situated in NE corner of compound of P.W.D Inspection bangalow Padrauna. The distance and bearing to the surrounding objects are:-                               1. NE corner of the inspection bangalow 22.0m & 208º.        2. NW cor"
898,Type 'B',25.338,78.935,0,Uttar Pradesh,JHANSI,MAURANIPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Bhitora, embeded 1.0m below ground level in waste land between eastern compound wall of pre middle school at Bhitora and back side wall of a shop spreading N to S and in front of a shop/house under construction. It is 25.70m N of centre of Jh"
899,Type 'B',25.255,79.142,0,Uttar Pradesh,JHANSI,MAURANIPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Mauranipur, embeded 0.70m below ground level at NW corner of compound of court of Pargana Magistrate Mauranipur. It is at back side of combined building of court of Duputy District Magistrate and office of Duputy Superintendent of Police and"
900,Type 'B',25.229444,79.279722,0,Uttar Pradesh,JHANSI,MAURANIPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Devri,  embedded 0.55m below ground level in compound of police chowki at   Devri village, Mauranipur, distt - Jhansi (UP). The BM is situated 2.0m S of S wall of south block building of police chowki in  Devri village, The distances & bearin"
901,Type 'B',25.468333,81.850833,0,Uttar Pradesh,PRAYAGRAJ,ALLAHABAD,Uttar Pradesh Geo-spatial Directorate,"Type 'P' at collector's Kachari Katra, Allahabad. It is situated in the grassy plot, East of court building and entrace of front side of it, from 56m NE corner of Court building, about 30m NE from Gandhi ji Statue."
902,Type 'P',26.936667,80.8125,0,Uttar Pradesh,LUCKNOW,MALIHABAD,Uttar Pradesh Geo-spatial Directorate,"Type 'P' at Govt. Inter college compound at Fatehpur, consists of a stone monolith 2 feet square at base and 3 feet high. The upper 4 inches being dressed to the form of  a frustum of a pyramid terminating in a square of 3 inches side. The Type 'P' platfor"
903,Type 'B',29.225,79.531,0,Uttarakhand,NANITAL,HALDWANI,Uttarakhand  Geo-spatial Directorate,Type 'B' at PWD (IB)Tinkoniya Haldwani.  Interred 0.8m below ground level in SE corner of compound of PWD (IB) Haldwani. The distances and  bearings to the surrounding objects are:-                                                  Iron pipe support at SE
904,Type 'M',29.942,78.157,0,Uttarakhand,HARIDWAR,HARIDWAR,Uttarakhand  Geo-spatial Directorate,"Standard Bench Mark Type 'M' at Mayapur (Haridwar) Dam Inspection House no.1 (Kothi No. 1) between the upper Ganges canal and main river consist of a stone monolith 1 foot (0.33cm) square and 2 feet 9 inches 0.87cm high of which 9 inches, (0.23cm) dresse"
905,Type 'B',29.751,78.263,0,Uttarakhand,HARIDWAR,HARIDWAR,Uttarakhand  Geo-spatial Directorate,"Type'B' at Chidiyapur in Forest Rest House, interred 60cm below ground level in the Western compound of Forest Rest House at Chidiyapur Distt. Haridwar (U.K.). The distance and bearing to the surrounding objects are : SW corner of Northern forest staff h"
906,Type 'B',29.806,78.226,0,Uttarakhand,HARIDWAR,HARIDWAR,Uttarakhand  Geo-spatial Directorate,"Type'B' bench mark at Forest Rest House at Rasiya Barh,  interred 60cm below ground level in the north west compound of  Forest Rest House, Rasiya Barh. The BM is between Dy. Rangar House & Forester House. Distt. Haridwar, (U.K) . The distance and bearin"
907,Type 'B',27.152222,81.955278,0,Uttar Pradesh,GONDA,GONDA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at NE corner of Primary School Janki Nagar Jhanjhari, Gonda District. It is 0.6m below the ground level fix centrally on the cemented platform of 1mX1m. It is 10.3m SE of gate, 8.2m SW of NE corner of Boundary Wall, 14m NE of SE of Room Adjacent t"
908,Type 'B',27.295833,82.041667,0,Uttar Pradesh,GONDA,GONDA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' in the NW Primary School Haraiya Jhuman, ITIATHOK, Gonda.          It is about 7.7m NW of the gate. It is about 3m West of East Boundary Wall. It is 1.65m West of Reference Pillar, 0.6m below the ground, 11.7m NE of hand pump inside the campus."
909,Type 'B',21.076,80.168,0,Uttar Pradesh,KANPUR,GHATAMPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Duggipar, Nainpur, interred 0.60m below ground level in the S & back compound of Gram Panchayat Office building at Duggipur (Nainpur , Gondia, MH). It is about 70m S of NH-6; 1.40m S of S wall near middle pillar of main building of Gram Panch"
910,Type 'B',25.3625,82.184722,0,Uttar Pradesh,PRAYAGRAJ,HADIYA,Uttar Pradesh Geo-spatial Directorate,Type 'B' BM is engraved on the cemented platform of the stone. It is about 50m NE of pond. It is about 3m W of School Compound wall. It is about 20m S of School Toilet.                                                             Lat. 25?21'45 ; Long. 82?
911,Type 'B',25.3625,82.184722,0,Uttar Pradesh,PRAYAGRAJ,HADIYA,Uttar Pradesh Geo-spatial Directorate,Type 'B' BM is engraved on the cemented platform of the stone. It is about 50m NE of pond. It is about 3m W of School Compound wall. It is about 20m S of School Toilet.                                                             Lat. 25?21'45 ; Long. 82?
912,Type 'B',26.608889,81.361389,0,Uttar Pradesh,BARABANKI,HAIDARGARH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at PWD Guest House in Haidergad. It is 26m SW of main Entrance Gate, 50m S of Petrol Pump, 40m SW of Haidergad Chauraha and 5m W of Peepal Tree.                                                       Lat. 26?36'32.1"" ; Long. 81?21'40.8"""
913,Type 'B',26.739,83.731,0,Uttar Pradesh,KUSHINAGAR,HATA,Uttar Pradesh Geo-spatial Directorate,"Type  'B' at Hatta, interred 0.50m below ground level in NW compound of irrigation Inspection Bungalow Hata. The distanceand bearing to the surrounding objects are: NW corner of Inspection Building 34.7m & 110º.,   SW corner of the same 38.7m & 119º. N"
914,Type 'B',26.923611,83.708333,0,Uttar Pradesh,KUSHINAGAR,HATA,Uttar Pradesh Geo-spatial Directorate,"(Primary Protected BM G&RB) Type 'B' Kaptanganj. It is consists of a Aluminium Plate Fixed on concrete Bed about 1.80m below Ground Level in the East Side of the compound of Primary School, about 6.4m NE of Pakka Well.    Lat: 26°55'24.5""; Long: 83°42'"
915,Type' B',26.123028,82.045444,0,Uttar Pradesh,SULTANPUR,LAMBHUA,Uttar Pradesh Geo-spatial Directorate,"At Dugapur Inspection Bunglow (Irrigation). It is about 80m N of Ramganj.                                                Lat:26°07'22.9""; Long: 82°02'43.6"""
916,Type'B',26.141944,82.222778,0,Uttar Pradesh,SULTANPUR,LAMBHUA,Uttar Pradesh Geo-spatial Directorate,"GTS Type 'B' BM  at NE corner of Jr. High school,  Lambhuua. (BM9).                                                                 It is 0.8m beleow the ground level fixed centrally on the cemented platform 1m x 1m. It is 12m SE from Big Sirsay Tree whi"
917,Type'B',26.025556,82.360556,0,Uttar Pradesh,SULTANPUR,LAMBHUA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at  Primary School Sonava Village, Pratappur, Kamaicha, Sultanpur. It is 0.62m below the ground level fixed centarally on the cemented platform of 1m x 1m. It is 6m WNW from banyan tree, 17.5m WSW from another banyan tree at main entrance. it is"
918,Type 'P',26.83,80.953,0,Uttar Pradesh,LUCKNOW,LUCKNOW,Uttar Pradesh Geo-spatial Directorate,"Type'P' BM at Lucknow at SW compound of bungla no. 3/2 B at Rak road.at Lucknow. consists of a stone monolith, 0.61 m square at base and 0.91 m high the upper 4 inches being dressed to the form of a frustum of a pyramid terminating in a square of 3 inch"
919,Type 'B',26.651,80.796,0,Uttar Pradesh,LUCKNOW,LUCKNOW,Uttar Pradesh Geo-spatial Directorate,"Type 'B"" at Bani, interred 0.60m below ground level in SE corner in front of lavatory & bathroom in the compound of Primary School  Bani. The distance and bearing to the surrounding objects are :-                                       SE corner of main b"
920,Type 'B',26.860556,81.011667,0,Uttar Pradesh,LUCKNOW,LUCKNOW,Uttar Pradesh Geo-spatial Directorate,"Type 'B' it is engraved 1.2m below the ground leveland 1.3m from refrence pillar at survey colony, Vibhuti khand, Gomti nagar. It is 25m NE of boundary wall of colony, 12m E of of highway over bridge (shaheed path).                  Lat. 26?51'37.7"" ; Lo"
921,Type 'B',25.945,83.569,0,Uttar Pradesh,MAU,MAU,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Mau, situated in the approx. centre of compound of Dak Banglow/ Inspection banglow of P.W.D. (Nodal wing/Proutiya khand) at Mau, interred 60 cm below ground level. The distances & bearings to the surrounding objects are:-"
922,Type' B',31.55552778,75.64122222,0,Punjab,JALANDHAR,JALANDHAR II,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Type ‘B’ at BHOGPUR consists of a brass tablet embedded this with the top of surface of concrete bed interred 0.6m below ground level in SE corner of the compound of PWD Inspection Bungalow.
923,Type 'P',27.181,78.018,0,Uttar Pradesh,AGRA,AGRA,Uttar Pradesh Geo-spatial Directorate,"Type ‘P’ Consists of a stone monolith 0.60m square at base and 0.30m above ground level, the upper 10cm being dressed to the form of a frustrum of a Pyramid terminating in a square of 8cm side. The stone rests in the bed of concrete. The whole is enc"
924,Type 'B',21.135,78.648,0,Uttar Pradesh,AMROHA,AMROHA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Kandhali, interred 0.65m  below ground level on N end and near to main entrance gate of PWD Rest House at Kandhali  (Nagpur), 6.85m S of N iron pillar of wire fencing boundary of PWD Rest House. The distance and bearing to the surrounding obj"
925,Type 'B',28.013333,78.968889,0,Uttar Pradesh,BADAUN,BADAUN,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Hajratganj, Ujhani, Badaun (U.P) 0.6m below Ground Level in the compound of Block Resource Center /Primary School & Junior High School / Khand Shiksha Adhikari, Hajratganj, Ujhani, Distt-Badaun (U.P). The BRC/ School is situated on the SH-18"
926,Type'B',25.889167,82.468056,0,Uttar Pradesh,JAUNPUR,BADLAPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at  Inspection Bungalow (PWD), Badlapur. It is 0.6m Below the ground level fixed centrally on the cemented platform of 1m x 1m . It is 2.9m WNW of eastrern wall, 5.8M NNE of pipal tree, 10m ENE of hand pipe."
927,Type 'B',27.570278,81.609444,0,Uttar Pradesh,BAHRAICH,BAHRAICH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Baharaich inferred 0.8m below Ground level at SE corner of the compound of Tube Well division of Irrigation Department. The distance and bearings to the surroundings objects are SW corner of the Duk Bunglow in the compound 68.4m and 307°, SE"
928,Type 'B',27.4625,81.735833,0,Uttar Pradesh,BAHRAICH,BAHRAICH,Uttar Pradesh Geo-spatial Directorate,"It is at Lonian Purva Pri. School, Arkpur Mauza Payagpur Block, Baharaich District.                      It is 0.6m below the Ground Level Fixed Centrally on the cemented platform of 1mX1m. It is 1m N of South Boundary Wall, 2.65m E of West Boundary Wall"
929,Type 'B',27.333611,81.858333,0,Uttar Pradesh,BAHRAICH,BAHRAICH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' Bench Mark is about 3.2m SE of NW Boundary Wall, 2.2m SE of Ref. Pillar, 11.5m West of East Gate of Toilet of Purva Madhyamik Vidhyalaya Udharna Sarhadi, Visheshwar Ganj, Bahraich, 5.7m NW of Small Pipal Tree, 12.8m Ne of East corner of Kitchen, 2"
930,Type 'B',25.768333,84.479444,0,Uttar Pradesh,BALLIA,BAIRIA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Bairiya Tehsil office. It is 0.60m below Ground Level at Back Side of Maa Durga Devi Temple. The Distance & bearing are:-                                                                  SW corner of ""Maa Durga Temple"" 4m & 341°,"
